checking_balance,months_loan_duration,credit_history,purpose,amount,savings_balance,employment_length,installment_rate,personal_status,other_debtors,residence_history,property,age,installment_plan,housing,existing_credits,default,dependents,has_telephone,foreign_worker,job,gender
-23.0,12,repaid,domestic appliances,741,408.0,1 years,4,single,none,2 years,building society savings,22,none,own,1,1,1,0,yes,skilled employee,female
222.0,10,repaid,car (new),1240,478.0,16 years,1,single,none,22 years,unknown/none,48,none,for free,1,1,2,0,yes,unskilled resident,female
-48.0,21,repaid,radio/tv,3357,3138.0,9 months,4,single,none,1 months,other,29,bank,own,1,0,1,0,yes,skilled employee,female
-18.0,24,fully repaid this bank,car (used),3632,57.0,1 years,1,single,guarantor,13 years,other,22,bank,rent,1,0,1,0,no,skilled employee,female
97.24587458745874,18,delayed,furniture,1808,3.0,6 years,4,single,none,0 months,real estate,22,none,own,1,1,1,0,yes,skilled employee,female
179.0,48,fully repaid,business,12204,781.5703794369645,1 years,2,single,none,9 months,other,48,bank,own,1,0,1,1,yes,mangement self-employed,male
168.0,60,delayed,radio/tv,9157,781.5703794369645,3 years,2,single,none,1 months,unknown/none,27,none,for free,1,0,1,0,yes,mangement self-employed,male
-37.0,6,critical,car (new),3676,5.0,3 years,1,single,none,3 years,real estate,37,none,rent,3,0,2,0,yes,skilled employee,male
94.0,30,repaid,furniture,3441,315.0,1 years,2,single,co-applicant,17 years,other,21,none,rent,1,1,1,0,yes,skilled employee,female
97.24587458745874,12,repaid,car (new),640,88.0,2 years,4,divorced,none,0 months,real estate,49,none,own,1,0,1,0,yes,unskilled resident,male
137.0,21,critical,business,3652,49.0,4 years,2,single,none,2 years,building society savings,27,none,own,2,0,1,0,yes,skilled employee,male
97.24587458745874,18,critical,car (new),1530,60.0,3 years,3,single,none,0 months,building society savings,32,bank,own,2,1,1,0,yes,skilled employee,male
97.24587458745874,48,repaid,business,3914,781.5703794369645,2 years,4,divorced,none,3 months,real estate,38,bank,own,1,1,1,0,yes,skilled employee,male
-19.0,12,repaid,furniture,1858,35.0,4 months,4,single,none,2 years,other,22,none,rent,1,0,1,0,yes,skilled employee,female
-27.0,18,repaid,radio/tv,2600,47.0,2 years,4,single,none,23 years,unknown/none,65,none,for free,2,1,1,0,yes,skilled employee,male
97.24587458745874,15,repaid,radio/tv,1979,781.5703794369645,11 years,4,single,none,1 months,other,35,none,own,1,0,1,0,yes,skilled employee,male
926.0,6,repaid,furniture,2116,34.0,1 years,2,single,none,9 months,real estate,41,none,own,1,0,1,1,yes,skilled employee,male
73.0,9,fully repaid this bank,car (new),1437,473.0,5 years,2,single,none,4 years,unknown/none,29,none,own,1,1,1,0,yes,skilled employee,male
97.24587458745874,42,critical,furniture,4042,806.0,3 years,4,single,none,21 years,real estate,36,none,own,2,0,1,1,yes,skilled employee,male
97.24587458745874,9,repaid,education,3832,781.5703794369645,17 years,1,single,none,13 years,real estate,64,none,own,1,0,1,0,yes,unskilled resident,male
-19.0,24,repaid,radio/tv,3660,29.0,1 years,2,single,none,24 years,other,28,none,own,1,0,1,0,yes,skilled employee,female
-39.0,18,fully repaid this bank,furniture,1553,29.0,1 years,4,single,none,3 years,other,44,bank,own,1,1,1,0,yes,skilled employee,male
85.0,15,repaid,radio/tv,1444,781.5703794369645,9 months,4,single,none,2 years,building society savings,23,none,own,1,0,1,0,yes,skilled employee,male
97.24587458745874,9,repaid,furniture,1980,31.0,11 months,2,single,co-applicant,3 months,other,19,none,rent,2,1,1,0,yes,skilled employee,female
51.0,24,repaid,car (new),1355,56.0,11 months,3,single,none,14 years,other,25,none,own,1,1,1,1,yes,unskilled resident,female
97.24587458745874,12,repaid,education,1393,60.0,7 years,4,single,none,11 years,building society savings,47,bank,own,3,0,2,1,yes,skilled employee,male
97.24587458745874,24,repaid,radio/tv,1376,719.0,4 years,4,single,none,2 years,other,28,none,own,1,0,1,0,yes,skilled employee,female
97.24587458745874,60,delayed,radio/tv,15653,6.0,7 years,2,single,none,18 years,other,21,none,own,2,0,1,1,yes,skilled employee,male
97.24587458745874,12,repaid,radio/tv,1493,89.0,3 months,4,single,none,2 years,other,34,none,own,1,0,2,0,yes,skilled employee,female
-12.0,42,delayed,radio/tv,4370,1.0,6 years,3,single,none,8 months,building society savings,26,bank,own,2,1,2,1,yes,skilled employee,male
-30.0,18,repaid,education,750,33.0,1 years,4,single,none,0 months,real estate,27,none,own,1,1,1,0,yes,unemployed non-resident,female
120.0,15,repaid,repairs,1308,15.0,14 years,4,single,none,7 years,other,38,none,own,2,0,1,0,yes,unskilled resident,male
97.24587458745874,15,repaid,education,4623,413.0,3 years,3,single,none,9 months,building society savings,40,none,own,1,1,1,1,yes,mangement self-employed,male
97.24587458745874,24,critical,radio/tv,1851,27.0,5 years,4,married,guarantor,10 months,other,33,none,own,2,0,1,1,yes,skilled employee,male
-36.0,18,critical,radio/tv,1880,25.0,7 years,4,married,none,2 years,building society savings,32,none,own,2,0,1,1,yes,mangement self-employed,male
97.24587458745874,36,delayed,business,7980,781.5703794369645,8 months,4,single,none,18 years,other,27,none,rent,2,1,1,1,yes,skilled employee,male
-36.0,30,fully repaid,furniture,4583,99.0,2 years,2,divorced,guarantor,8 months,real estate,32,none,own,2,0,1,0,yes,skilled employee,male
97.24587458745874,12,repaid,car (new),1386,730.0,3 years,2,single,none,9 months,building society savings,26,none,own,1,1,1,0,yes,skilled employee,female
389.0,24,repaid,car (new),947,25.0,5 years,4,single,none,4 years,unknown/none,38,bank,for free,1,1,2,0,yes,skilled employee,male
-42.0,12,repaid,education,684,80.0,3 years,4,single,none,18 years,other,40,none,rent,1,1,2,0,yes,unskilled resident,male
-9.0,48,repaid,education,7476,55.0,6 years,4,single,none,2 years,unknown/none,50,none,for free,1,0,1,1,yes,mangement self-employed,male
180.0,12,repaid,furniture,1922,39.0,2 years,4,single,none,6 months,building society savings,37,none,own,1,1,1,0,yes,unskilled resident,male
-35.0,24,repaid,car (new),2303,5.0,11 years,4,single,co-applicant,0 months,real estate,45,none,own,1,1,1,0,yes,skilled employee,male
90.0,36,delayed,car (new),8086,440.0,8 years,2,single,none,12 years,other,42,none,own,4,1,1,1,yes,mangement self-employed,male
97.24587458745874,24,critical,car (used),2346,53.0,4 years,4,single,none,2 years,other,35,none,own,2,0,1,1,yes,skilled employee,male
-49.0,14,repaid,car (new),3973,16.0,1 years,1,single,none,23 years,unknown/none,22,none,for free,1,0,1,0,yes,skilled employee,male
104.0,12,repaid,car (new),888,17.0,11 years,4,single,none,5 years,other,41,bank,own,1,1,2,0,yes,unskilled resident,male
97.24587458745874,48,repaid,radio/tv,10222,781.5703794369645,7 years,4,single,none,3 years,other,37,stores,own,1,0,1,1,yes,skilled employee,male
68.0,30,fully repaid,business,4221,17.0,2 years,2,single,none,2 years,other,28,none,own,2,0,1,0,yes,skilled employee,female
30.0,18,critical,furniture,6361,81.0,10 years,2,single,none,2 years,unknown/none,41,none,own,1,0,1,1,yes,skilled employee,male
925.0,12,repaid,radio/tv,1297,11.0,1 years,3,married,none,14 years,real estate,23,none,rent,1,0,1,0,yes,skilled employee,male
-12.0,12,repaid,car (new),900,781.5703794369645,2 years,4,married,none,3 months,other,23,none,own,1,1,1,0,yes,skilled employee,male
97.24587458745874,21,repaid,furniture,2241,18.0,18 years,4,single,none,11 months,real estate,50,none,own,2,0,1,0,yes,skilled employee,male
65.0,6,delayed,furniture,1050,48.0,1 years,4,single,none,2 years,building society savings,35,stores,own,2,0,1,1,yes,mangement self-employed,male
975.0,6,critical,education,1047,84.0,3 years,2,single,none,7 years,building society savings,50,none,own,1,0,1,0,yes,unskilled resident,female
97.24587458745874,24,critical,others,6314,77.0,1 years,4,single,co-applicant,7 months,unknown/none,27,bank,own,2,0,1,1,yes,mangement self-employed,male
15.0,30,fully repaid this bank,furniture,3496,6088.0,1 years,4,single,none,10 months,other,34,stores,own,1,0,2,1,yes,skilled employee,male
97.24587458745874,48,fully repaid this bank,business,3609,39.0,1 years,1,single,none,2 years,real estate,27,stores,own,1,0,1,0,yes,skilled employee,female
-31.0,12,critical,car (new),4843,73.0,9 years,3,single,co-applicant,19 years,building society savings,43,none,rent,2,1,1,1,yes,skilled employee,male
276.0,30,critical,radio/tv,3017,60.0,19 years,4,single,none,21 years,building society savings,47,none,own,1,0,1,0,yes,skilled employee,male
97.24587458745874,24,critical,business,4139,316.0,2 years,3,single,none,4 years,building society savings,27,none,own,2,0,1,1,yes,unskilled resident,male
97.24587458745874,36,repaid,business,5742,111.0,5 years,2,single,none,8 months,other,31,none,own,2,0,1,1,yes,skilled employee,male
97.24587458745874,60,repaid,car (new),10366,43.0,19 years,2,single,none,15 years,building society savings,42,none,own,1,0,1,1,yes,mangement self-employed,male
97.24587458745874,6,critical,car (new),2080,597.0,2 years,1,married,none,7 months,other,24,none,own,1,0,1,0,yes,skilled employee,male
97.24587458745874,21,delayed,business,2580,562.0,11 months,4,single,none,1 months,real estate,41,bank,own,1,1,2,0,yes,unskilled resident,male
97.24587458745874,30,critical,radio/tv,4530,19.0,5 years,4,single,none,16 years,other,26,none,rent,1,0,1,1,yes,mangement self-employed,female
97.24587458745874,24,critical,furniture,5150,53.0,15 years,4,single,none,22 years,other,33,none,own,1,0,1,1,yes,skilled employee,male
48.0,72,repaid,radio/tv,5595,486.0,2 years,2,married,none,0 months,other,24,none,own,1,1,1,0,yes,skilled employee,male
-11.0,24,repaid,radio/tv,2384,61.0,11 years,4,single,none,23 years,real estate,64,bank,rent,1,0,1,0,yes,unskilled resident,male
97.24587458745874,18,repaid,radio/tv,1453,22.0,11 months,3,single,none,2 years,real estate,26,none,own,1,0,1,0,yes,skilled employee,female
97.24587458745874,6,repaid,education,1538,69.0,8 months,1,single,none,11 months,unknown/none,56,none,own,1,0,1,0,yes,skilled employee,female
97.24587458745874,12,repaid,radio/tv,2279,781.5703794369645,3 years,4,single,none,13 years,unknown/none,37,none,for free,1,0,1,1,yes,skilled employee,male
97.24587458745874,15,delayed,radio/tv,1478,48.0,3 years,4,married,none,1 years,real estate,33,bank,own,2,0,1,0,yes,skilled employee,male
97.24587458745874,24,critical,radio/tv,5103,10.0,2 months,3,married,none,2 years,unknown/none,47,none,for free,3,0,1,1,yes,skilled employee,male
42.0,36,delayed,business,9857,371.0,5 years,1,single,none,3 years,building society savings,31,none,own,2,0,2,1,yes,unskilled resident,male
97.24587458745874,60,repaid,car (new),6527,781.5703794369645,1 years,4,single,none,8 years,unknown/none,34,none,for free,1,0,2,1,yes,skilled employee,male
992.0,10,critical,radio/tv,1347,781.5703794369645,6 years,4,single,none,6 months,building society savings,27,none,own,2,0,1,1,yes,skilled employee,male
45.0,36,delayed,car (new),2862,253.0,18 years,4,single,none,1 years,unknown/none,30,none,for free,1,0,1,0,yes,skilled employee,male
97.24587458745874,9,repaid,radio/tv,2753,426.0,7 years,3,single,co-applicant,21 years,other,35,none,own,1,0,1,1,yes,skilled employee,male
-16.0,12,repaid,car (new),3651,19970.0,2 years,1,single,none,4 years,building society savings,31,none,own,1,0,2,0,yes,skilled employee,male
-14.0,15,critical,furniture,975,10.0,3 years,2,divorced,none,2 years,building society savings,25,none,own,2,0,1,0,yes,skilled employee,male
68.0,15,repaid,repairs,2631,463.0,3 years,3,single,none,9 months,real estate,25,none,own,1,0,1,0,yes,unskilled resident,female
51.0,24,repaid,radio/tv,2896,481.0,4 months,2,single,none,2 years,other,29,none,own,1,0,1,0,yes,skilled employee,male
-15.0,6,critical,car (new),4716,781.5703794369645,10 months,1,single,none,3 years,real estate,44,none,own,2,0,2,0,yes,unskilled resident,male
97.24587458745874,24,repaid,radio/tv,2284,57.0,6 years,4,single,none,11 months,other,28,none,own,1,0,1,1,yes,skilled employee,male
97.24587458745874,6,repaid,car (used),1236,661.0,3 years,2,single,none,13 years,building society savings,50,none,rent,1,0,1,0,yes,skilled employee,male
151.0,12,repaid,radio/tv,1103,92.0,5 years,4,single,guarantor,2 years,real estate,29,none,own,2,0,1,0,no,skilled employee,male
97.24587458745874,12,critical,car (new),926,52.0,1 years,1,single,none,10 months,building society savings,38,none,own,1,0,1,0,yes,unemployed non-resident,female
97.24587458745874,18,critical,radio/tv,1800,85.0,1 years,4,single,none,2 months,other,24,none,own,2,0,1,0,yes,skilled employee,male
746.0,15,repaid,education,1905,77.0,12 years,4,single,none,8 years,other,40,none,rent,1,0,1,1,yes,mangement self-employed,male
97.24587458745874,12,repaid,furniture,1123,993.0,1 years,4,single,none,17 years,other,29,none,rent,1,1,1,0,yes,unskilled resident,female
-7.0,48,critical,car (used),6331,38.0,18 years,4,single,none,19 years,unknown/none,46,none,for free,2,1,1,1,yes,skilled employee,male
539.0,24,repaid,radio/tv,1377,144.0,12 years,4,single,none,11 months,unknown/none,47,none,for free,1,0,1,1,yes,skilled employee,female
175.0,30,delayed,business,2503,283.0,8 years,4,single,none,8 months,building society savings,41,stores,own,2,0,1,0,yes,skilled employee,male
91.0,27,repaid,business,2528,97.0,1 months,4,single,none,2 years,building society savings,32,none,own,1,0,2,1,yes,skilled employee,female
97.24587458745874,15,repaid,car (new),5324,996.0,10 years,1,single,none,8 years,unknown/none,35,none,for free,1,0,1,0,yes,skilled employee,female
8.0,48,repaid,car (new),6560,102.0,6 years,3,single,none,5 months,building society savings,24,none,own,1,1,1,0,yes,skilled employee,male
78.0,12,fully repaid,furniture,2969,98.0,3 months,4,single,none,2 years,building society savings,25,none,rent,2,1,1,0,yes,skilled employee,female
12.0,9,repaid,radio/tv,1206,54.0,14 years,4,single,none,22 years,real estate,25,none,own,1,0,1,0,yes,skilled employee,female
78.0,9,repaid,radio/tv,2118,4.0,1 years,2,single,none,6 months,real estate,37,none,own,1,0,2,0,yes,unskilled resident,male
97.24587458745874,18,critical,radio/tv,629,922.0,7 years,4,single,none,4 years,building society savings,32,bank,own,2,0,1,1,yes,mangement self-employed,male
-44.0,6,fully repaid this bank,education,1198,80.0,15 years,4,single,none,8 years,unknown/none,35,none,for free,1,1,1,0,yes,skilled employee,female
97.24587458745874,21,repaid,car (used),2476,781.5703794369645,19 years,4,single,none,12 years,real estate,46,none,own,1,0,1,1,yes,mangement self-employed,male
-43.0,9,critical,radio/tv,1138,35.0,1 years,4,single,none,11 years,real estate,25,none,own,2,0,1,0,yes,unskilled resident,male
190.0,60,repaid,car (new),14027,53.0,5 years,4,single,none,1 months,unknown/none,27,none,own,1,1,1,1,yes,mangement self-employed,male
97.24587458745874,30,critical,car (used),7596,781.5703794369645,9 years,1,single,none,17 years,other,63,none,own,2,0,1,0,yes,skilled employee,male
97.24587458745874,30,critical,radio/tv,3077,781.5703794369645,7 years,3,single,none,8 months,other,40,none,own,2,0,2,1,yes,skilled employee,male
97.24587458745874,18,repaid,radio/tv,1505,0.0,2 years,4,single,none,3 months,unknown/none,32,none,for free,1,0,1,1,yes,mangement self-employed,male
935.0,24,critical,radio/tv,3148,781.5703794369645,3 years,3,single,none,7 months,other,31,none,own,2,0,1,1,yes,skilled employee,male
41.0,20,fully repaid,car (used),6148,122.0,16 years,3,married,none,17 years,other,31,bank,own,2,0,1,1,yes,skilled employee,male
743.0,9,fully repaid,radio/tv,1337,62.0,7 months,4,single,none,0 months,other,34,none,own,2,1,1,1,yes,mangement self-employed,male
78.0,6,fully repaid this bank,education,433,18319.0,6 months,4,single,none,9 months,building society savings,24,bank,rent,1,1,2,0,yes,skilled employee,female
-25.0,12,repaid,car (new),1228,23.0,1 years,4,single,none,0 months,real estate,24,none,own,1,1,1,0,yes,unskilled resident,female
9.0,9,repaid,radio/tv,790,534.0,1 years,4,single,none,1 years,real estate,66,none,own,1,0,1,0,yes,unskilled resident,female
97.24587458745874,27,repaid,car (new),2570,13.0,1 years,3,single,none,4 years,real estate,21,none,rent,1,1,1,0,yes,skilled employee,female
97.24587458745874,6,critical,car (new),250,6002.0,2 years,2,single,none,4 months,real estate,41,bank,own,2,0,1,0,yes,unskilled resident,female
97.24587458745874,15,critical,radio/tv,1316,999.0,3 years,2,married,none,4 months,building society savings,47,none,own,2,0,1,0,yes,unskilled resident,male
-50.0,18,repaid,radio/tv,1882,44.0,2 years,4,single,none,7 years,other,25,bank,rent,2,1,1,0,yes,skilled employee,female
118.0,48,fully repaid this bank,business,6416,74.0,10 years,4,single,none,1 years,unknown/none,59,none,rent,1,1,1,0,yes,skilled employee,female
261.0,24,critical,business,1275,19295.0,1 years,2,divorced,none,14 years,real estate,36,none,own,2,0,1,1,yes,skilled employee,male
145.0,24,delayed,radio/tv,6403,44.0,6 months,1,single,none,7 months,other,33,none,own,1,0,1,0,yes,skilled employee,male
-2.0,24,repaid,radio/tv,1987,43.0,2 years,2,single,none,15 years,real estate,21,none,rent,1,1,2,0,yes,unskilled resident,male
184.0,8,repaid,radio/tv,760,69.0,5 years,4,single,guarantor,9 months,real estate,44,none,own,1,0,1,0,yes,unskilled resident,female
97.24587458745874,24,repaid,car (used),2603,2619.0,3 years,2,single,none,23 years,other,28,none,rent,1,0,1,1,yes,skilled employee,female
97.24587458745874,4,critical,car (new),3380,13.0,5 years,1,single,none,2 years,real estate,37,none,own,1,0,2,0,yes,skilled employee,female
17.0,36,fully repaid this bank,domestic appliances,3990,781.5703794369645,10 months,3,single,none,3 months,unknown/none,29,bank,own,1,0,1,0,yes,unemployed non-resident,female
175.0,24,repaid,car (used),11560,1.0,3 years,1,single,none,21 years,other,23,none,rent,2,1,1,0,yes,mangement self-employed,female
-8.0,18,repaid,car (new),4380,157.0,2 years,3,single,none,18 years,other,35,none,own,1,0,2,1,yes,unskilled resident,male
97.24587458745874,6,critical,car (new),6761,57.0,7 years,1,single,none,4 years,unknown/none,45,none,own,2,0,2,1,yes,mangement self-employed,male
10.0,30,fully repaid,business,4280,364.0,2 years,4,single,none,19 years,other,26,none,rent,2,1,1,0,yes,unskilled resident,female
-20.0,24,fully repaid this bank,car (new),2325,436.0,5 years,2,single,none,4 years,other,32,bank,own,1,0,1,0,yes,skilled employee,male
189.0,10,fully repaid this bank,radio/tv,1048,77.0,1 years,4,single,none,7 years,real estate,23,stores,own,1,0,1,0,yes,unskilled resident,male
97.24587458745874,21,repaid,radio/tv,3160,781.5703794369645,11 years,4,single,none,1 years,building society savings,41,none,own,1,0,1,1,yes,skilled employee,male
-9.0,24,fully repaid this bank,furniture,2483,940.0,2 years,4,single,none,6 years,real estate,22,stores,own,1,0,1,1,yes,skilled employee,male
-9.0,39,critical,furniture,14179,781.5703794369645,4 years,4,single,none,16 years,building society savings,30,none,own,2,0,1,1,yes,mangement self-employed,male
-43.0,13,critical,business,1797,17.0,10 months,3,single,none,2 years,building society savings,28,bank,own,2,0,1,0,yes,unskilled resident,male
-32.0,15,repaid,car (new),2511,4.0,1 years,1,single,none,15 years,other,23,none,rent,1,0,1,0,yes,skilled employee,female
-14.0,12,repaid,car (new),1274,75.0,1 months,3,single,none,0 months,real estate,37,none,own,1,1,1,0,yes,unskilled resident,female
97.24587458745874,21,repaid,car (used),5248,781.5703794369645,1 years,1,single,none,4 years,other,26,none,own,1,0,1,0,yes,skilled employee,male
97.24587458745874,15,repaid,car (used),3029,94.0,6 years,2,single,none,0 months,other,33,none,own,1,0,1,0,yes,skilled employee,male
-44.0,6,repaid,furniture,428,26.0,11 years,2,single,none,2 years,building society savings,49,bank,own,1,0,1,1,yes,skilled employee,female
-5.0,18,repaid,car (new),976,24.0,10 months,1,single,none,2 months,other,23,none,own,1,1,1,0,yes,unskilled resident,female
145.0,12,repaid,business,841,464.0,5 years,2,single,none,8 years,real estate,23,none,rent,1,0,1,0,yes,unskilled resident,female
97.24587458745874,30,critical,radio/tv,5771,59.0,6 years,4,single,none,2 months,other,25,none,own,2,0,1,0,yes,skilled employee,female
97.24587458745874,12,delayed,repairs,1555,19749.0,13 years,4,single,none,13 years,unknown/none,55,none,for free,2,1,2,0,yes,skilled employee,male
-38.0,24,repaid,car (new),1285,781.5703794369645,7 years,4,single,none,12 years,unknown/none,32,none,rent,1,1,1,0,yes,skilled employee,female
641.0,6,critical,car (new),1299,40.0,1 years,1,single,none,2 years,real estate,74,none,own,3,0,2,0,no,unemployed non-resident,male
997.0,15,critical,radio/tv,1271,781.5703794369645,2 years,3,single,none,6 years,unknown/none,39,none,for free,2,1,1,1,yes,skilled employee,male
97.24587458745874,24,repaid,car (new),1393,15.0,3 years,2,single,guarantor,1 months,real estate,31,none,own,1,0,1,1,yes,skilled employee,male
-37.0,12,critical,car (new),691,64.0,19 years,4,single,none,2 years,building society savings,35,none,own,2,1,1,0,yes,skilled employee,male
97.24587458745874,15,critical,car (new),5045,781.5703794369645,11 years,1,single,none,10 years,other,59,none,own,1,0,1,1,yes,skilled employee,female
-40.0,18,critical,furniture,2124,13.0,1 years,4,single,none,19 years,real estate,24,none,rent,2,1,1,0,yes,skilled employee,female
-27.0,12,repaid,radio/tv,2214,76.0,1 years,4,single,none,4 years,building society savings,24,none,own,1,0,1,0,yes,unskilled resident,male
97.24587458745874,21,critical,car (new),12680,781.5703794369645,11 years,4,single,none,9 years,unknown/none,30,none,for free,1,1,1,1,yes,mangement self-employed,male
97.24587458745874,24,critical,car (new),2463,237.0,7 years,4,married,none,2 years,building society savings,27,none,own,2,0,1,1,yes,skilled employee,male
40.0,12,repaid,radio/tv,1155,80.0,9 years,3,married,guarantor,4 years,real estate,40,bank,own,2,0,1,0,yes,unskilled resident,male
-40.0,30,repaid,furniture,3108,90.0,10 months,2,divorced,none,10 years,building society savings,31,none,own,1,1,1,0,yes,unskilled resident,male
97.24587458745874,10,repaid,car (used),2901,781.5703794369645,6 months,1,single,none,20 years,real estate,31,none,rent,1,0,1,0,yes,skilled employee,female
57.0,12,critical,furniture,3617,97.0,18 years,1,single,none,23 years,other,28,none,rent,3,0,1,1,yes,skilled employee,male
97.24587458745874,12,critical,radio/tv,1655,91.0,15 years,2,single,none,22 years,real estate,63,none,own,2,0,1,1,yes,unskilled resident,male
-31.0,24,repaid,car (used),2812,781.5703794369645,18 years,2,single,none,24 years,real estate,26,none,rent,1,0,1,0,yes,skilled employee,female
-11.0,36,critical,education,8065,5.0,3 years,3,single,none,9 months,unknown/none,25,none,own,2,1,1,1,yes,mangement self-employed,female
97.24587458745874,21,critical,car (used),3275,87.0,18 years,1,single,none,13 years,other,36,none,own,1,0,1,1,yes,mangement self-employed,male
97.24587458745874,24,critical,radio/tv,2223,410.0,19 years,4,single,none,9 years,building society savings,52,bank,own,2,0,1,0,yes,skilled employee,male
641.0,12,critical,car (new),1480,707.0,1 years,2,single,none,18 years,unknown/none,66,bank,for free,3,0,1,0,yes,unemployed non-resident,male
-1.0,24,repaid,car (new),1371,781.5703794369645,1 years,4,single,none,9 years,real estate,25,none,rent,1,1,1,0,yes,skilled employee,female
97.24587458745874,36,critical,car (new),3535,78.0,6 years,4,single,none,18 years,other,37,none,own,2,0,1,1,yes,skilled employee,male
-15.0,18,repaid,radio/tv,3509,21.0,6 years,4,single,guarantor,2 years,real estate,25,none,own,1,0,1,0,yes,skilled employee,female
97.24587458745874,36,critical,car (used),5711,18353.0,8 years,4,single,none,8 months,other,38,none,own,2,0,1,1,yes,mangement self-employed,male
20.0,18,repaid,repairs,3872,36.0,1 years,2,single,none,10 years,other,67,none,own,1,0,1,1,yes,skilled employee,female
35.0,39,critical,radio/tv,4933,55.0,6 years,2,single,guarantor,0 months,real estate,25,none,own,2,1,1,0,yes,skilled employee,male
97.24587458745874,24,critical,car (new),1940,4619.0,15 years,4,single,none,24 years,real estate,60,none,own,1,0,1,1,yes,skilled employee,male
162.0,12,fully repaid,retraining,1410,61.0,1 years,2,single,none,4 months,real estate,31,none,own,1,0,1,1,yes,unskilled resident,male
134.0,12,repaid,car (new),836,400.0,4 months,4,single,none,3 months,building society savings,23,bank,own,1,1,1,0,yes,unskilled resident,female
109.0,20,repaid,car (used),6468,781.5703794369645,1 years,1,divorced,none,12 years,real estate,60,none,own,1,0,1,1,yes,mangement self-employed,male
43.0,18,repaid,business,1941,12765.0,1 years,4,single,none,11 months,building society savings,35,none,own,1,0,1,1,yes,unskilled resident,male
97.24587458745874,22,repaid,radio/tv,2675,554.0,10 years,3,single,none,14 years,other,40,none,own,1,0,1,0,yes,skilled employee,male
97.24587458745874,48,critical,car (used),2751,781.5703794369645,13 years,4,single,none,3 years,other,38,none,own,2,0,2,1,yes,skilled employee,male
142.0,48,delayed,education,6224,79.0,10 years,4,single,none,22 years,unknown/none,50,none,for free,1,1,1,0,yes,skilled employee,male
-18.0,40,critical,education,5998,76.0,3 years,4,single,none,2 years,unknown/none,27,bank,own,1,1,1,1,yes,skilled employee,male
103.0,21,repaid,business,1188,86.0,10 years,2,single,none,13 years,building society savings,39,none,own,1,1,2,0,yes,skilled employee,female
97.24587458745874,24,repaid,car (used),6313,781.5703794369645,11 years,3,single,none,10 years,other,41,none,own,1,0,2,1,yes,mangement self-employed,male
97.24587458745874,6,critical,furniture,1221,781.5703794369645,2 years,1,married,none,2 months,building society savings,27,none,own,2,0,1,0,yes,skilled employee,male
512.0,24,repaid,furniture,2892,61.0,12 years,3,divorced,none,12 years,unknown/none,51,none,for free,1,0,1,0,yes,skilled employee,male
97.24587458745874,24,repaid,furniture,3062,880.0,16 years,4,single,none,1 years,unknown/none,32,none,rent,1,0,1,1,yes,skilled employee,male
97.24587458745874,9,repaid,furniture,2301,279.0,10 months,2,single,none,18 years,building society savings,22,none,rent,1,0,1,0,yes,skilled employee,female
-36.0,18,repaid,car (used),7511,781.5703794369645,7 years,1,single,none,21 years,building society savings,51,none,for free,1,1,2,1,yes,skilled employee,male
97.24587458745874,12,critical,furniture,1258,4.0,5 months,2,single,none,17 years,building society savings,22,none,rent,2,0,1,0,yes,unskilled resident,female
97.24587458745874,24,delayed,car (new),717,781.5703794369645,9 years,4,married,none,24 years,other,54,none,own,2,0,1,1,yes,skilled employee,male
98.0,9,repaid,car (new),1549,781.5703794369645,6 months,4,single,none,3 months,real estate,35,none,own,1,0,1,0,yes,unemployed non-resident,male
97.24587458745874,24,critical,education,1597,23.0,10 years,4,single,none,7 years,unknown/none,54,none,for free,2,0,2,0,yes,skilled employee,male
32.0,18,critical,radio/tv,1795,79.0,8 years,3,single,guarantor,11 years,real estate,48,bank,rent,2,0,1,1,yes,unskilled resident,female
-23.0,20,critical,furniture,4272,30.0,13 years,1,single,none,21 years,building society savings,24,none,own,2,0,1,0,yes,skilled employee,female
97.24587458745874,12,critical,radio/tv,976,781.5703794369645,11 years,4,single,none,21 years,other,35,none,own,2,0,1,0,yes,skilled employee,male
3.0,12,repaid,car (new),7472,781.5703794369645,1 years,1,single,none,10 months,real estate,24,none,rent,1,0,1,0,yes,unemployed non-resident,female
-4.0,36,repaid,car (new),9271,40.0,6 years,2,single,none,0 months,other,24,none,own,1,1,1,1,yes,skilled employee,male
99.0,6,repaid,radio/tv,590,14.0,0 months,3,married,none,1 years,real estate,26,none,own,1,0,1,0,no,unskilled resident,male
97.24587458745874,12,critical,radio/tv,930,781.5703794369645,8 years,4,single,none,10 years,real estate,65,none,own,4,0,1,0,yes,skilled employee,male
188.0,42,fully repaid this bank,car (used),9283,31.0,1 years,1,single,none,9 months,unknown/none,55,bank,for free,1,0,1,1,yes,mangement self-employed,male
119.0,15,fully repaid,car (new),1778,87.0,4 months,2,single,none,0 months,real estate,26,none,rent,2,1,1,0,yes,unemployed non-resident,female
119.0,8,repaid,business,907,6.0,6 months,3,married,none,0 months,real estate,26,none,own,1,0,1,1,yes,skilled employee,male
109.0,6,repaid,radio/tv,484,94.0,7 years,3,married,guarantor,3 years,real estate,28,bank,own,1,0,1,0,yes,unskilled resident,male
-13.0,36,critical,car (used),9629,34.0,6 years,4,single,none,15 years,other,24,none,own,2,1,1,1,yes,skilled employee,male
